Date/Time,Type,CO2 (ppm),Temp (C),Humidity (%),Source File
2024-12-02 01:35:01,End of Breath OUT,10000,35.01,86.35,2_masks_12_1_24.txt
2024-12-02 01:35:02,End of Breath OUT,10000,35.01,86.35,2_masks_12_1_24.txt
2024-12-02 01:35:30,End of Breath OUT,10000,34.99,80.36,2_masks_12_1_24.txt
2024-12-02 01:35:31,End of Breath OUT,10000,34.99,80.36,2_masks_12_1_24.txt
2024-12-02 01:36:31,End of Breath OUT,10000,34.92,89.73,2_masks_12_1_24.txt
2024-12-02 01:36:32,End of Breath OUT,10000,34.92,89.73,2_masks_12_1_24.txt
2024-12-02 01:37:02,End of Breath OUT,10000,35.09,87.34,2_masks_12_1_24.txt
2024-12-02 01:37:03,End of Breath OUT,10000,35.13,86.04,2_masks_12_1_24.txt
2024-12-02 01:37:04,End of Breath OUT,10000,35.13,86.04,2_masks_12_1_24.txt
2024-12-02 01:38:50,End of Breath OUT,10000,35.16,87.31,2_masks_12_1_24.txt
2024-12-02 01:39:10,End of Breath OUT,10000,35.29,90.91,2_masks_12_1_24.txt
2024-12-02 01:39:12,End of Breath OUT,10000,35.19,89.45,2_masks_12_1_24.txt
2024-12-02 01:39:13,End of Breath OUT,10000,35.17,88.04,2_masks_12_1_24.txt
2024-12-02 01:40:19,End of Breath OUT,10000,35.05,88.87,2_masks_12_1_24.txt
2024-12-02 01:40:20,End of Breath OUT,10000,34.99,86.85,2_masks_12_1_24.txt
2024-12-02 01:40:21,End of Breath OUT,10000,34.99,86.85,2_masks_12_1_24.txt
2024-12-02 01:40:44,End of Breath OUT,10000,35.28,89.91,2_masks_12_1_24.txt
